sourceProductId	variant	targetSlug	targetName	targetSku	sourceImageUrl	targetImageFile
4044	kids	ao-bong-da-tre-em-x24-bd-9453d6-do-do-036	Áo bóng đá trẻ em mẫu thiết kế riêng màu Đỏ đô	X24-BD-DBX-KID-036	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-9453d6-do-do-036.webp	ao-bong-da-tre-em-x24-bd-9453d6-do-do-036.webp
4044	adult	ao-bong-da-nguoi-lon-x24-bd-9453d6-do-do-036	Áo bóng đá người lớn mẫu thiết kế riêng màu Đỏ đô	X24-BD-DBX-ADULT-036	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-9453d6-do-do-036.webp	ao-bong-da-nguoi-lon-x24-bd-9453d6-do-do-036.webp
4045	kids	ao-bong-da-tre-em-x24-bd-5f10e3-tim-than-037	Áo bóng đá trẻ em mẫu thiết kế riêng màu Tím than	X24-BD-DBX-KID-037	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-5f10e3-tim-than-037.webp	ao-bong-da-tre-em-x24-bd-5f10e3-tim-than-037.webp
4045	adult	ao-bong-da-nguoi-lon-x24-bd-5f10e3-tim-than-037	Áo bóng đá người lớn mẫu thiết kế riêng màu Tím than	X24-BD-DBX-ADULT-037	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-5f10e3-tim-than-037.webp	ao-bong-da-nguoi-lon-x24-bd-5f10e3-tim-than-037.webp
4046	kids	ao-bong-da-tre-em-x24-bd-710785-trang-038	Áo bóng đá trẻ em mẫu thiết kế riêng màu Trắng	X24-BD-DBX-KID-038	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-710785-trang-038.webp	ao-bong-da-tre-em-x24-bd-710785-trang-038.webp
4046	adult	ao-bong-da-nguoi-lon-x24-bd-710785-trang-038	Áo bóng đá người lớn mẫu thiết kế riêng màu Trắng	X24-BD-DBX-ADULT-038	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-710785-trang-038.webp	ao-bong-da-nguoi-lon-x24-bd-710785-trang-038.webp
4047	kids	ao-bong-da-tre-em-x24-bd-50e2af-hong-039	Áo bóng đá trẻ em mẫu thiết kế riêng màu Hồng	X24-BD-DBX-KID-039	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-50e2af-hong-039.webp	ao-bong-da-tre-em-x24-bd-50e2af-hong-039.webp
4047	adult	ao-bong-da-nguoi-lon-x24-bd-50e2af-hong-039	Áo bóng đá người lớn mẫu thiết kế riêng màu Hồng	X24-BD-DBX-ADULT-039	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-50e2af-hong-039.webp	ao-bong-da-nguoi-lon-x24-bd-50e2af-hong-039.webp
4048	kids	ao-bong-da-tre-em-x24-bd-c8c95d-tim-than-040	Áo bóng đá trẻ em mẫu thiết kế riêng màu Tím than	X24-BD-DBX-KID-040	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-c8c95d-tim-than-040.webp	ao-bong-da-tre-em-x24-bd-c8c95d-tim-than-040.webp
4048	adult	ao-bong-da-nguoi-lon-x24-bd-c8c95d-tim-than-040	Áo bóng đá người lớn mẫu thiết kế riêng màu Tím than	X24-BD-DBX-ADULT-040	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-c8c95d-tim-than-040.webp	ao-bong-da-nguoi-lon-x24-bd-c8c95d-tim-than-040.webp
4049	kids	ao-bong-da-tre-em-x24-bd-051013-trang-041	Áo bóng đá trẻ em mẫu thiết kế riêng màu Trắng	X24-BD-DBX-KID-041	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-051013-trang-041.webp	ao-bong-da-tre-em-x24-bd-051013-trang-041.webp
